;t;Pga;(Po-Pa);(Pk-Pa);(Po-Pk);DPg;DPL;sigm;Q;Qgk;MgSH;Pэкран
4787;4,78700E-1 ;9,03322E+0 ;1,34041E+0 ;9,65173E-1 ;2,37264E+0 ;7,36000E-2 ;4,82155E-1 ;1,36019E+0 ;3,20201E+0 ;1,54387E-3 ;1,70656E-4 ;4,00803E-2 
4788;4,78800E-1 ;9,03322E+0 ;1,34092E+0 ;9,63023E-1 ;2,37315E+0 ;7,36000E-2 ;4,82155E-1 ;1,35374E+0 ;3,20916E+0 ;1,54731E-3 ;1,70656E-4 ;4,58160E-2 
4789;4,78900E-1 ;9,03322E+0 ;1,34755E+0 ;9,78079E-1 ;2,37978E+0 ;7,36000E-2 ;4,82155E-1 ;1,35804E+0 ;3,15976E+0 ;1,52349E-3 ;1,70656E-4 ;6,44553E-2 
4790;4,79000E-1 ;9,03322E+0 ;1,35111E+0 ;9,88832E-1 ;2,38334E+0 ;7,36000E-2 ;4,82155E-1 ;1,35518E+0 ;3,12540E+0 ;1,50693E-3 ;1,70656E-4 ;7,52106E-2 
4791;4,79100E-1 ;9,03322E+0 ;1,35366E+0 ;9,93850E-1 ;2,38589E+0 ;7,36000E-2 ;4,82155E-1 ;1,35231E+0 ;3,10962E+0 ;1,49932E-3 ;1,70656E-4 ;8,59636E-2 
4792;4,79200E-1 ;9,03322E+0 ;1,35468E+0 ;9,98151E-1 ;2,38691E+0 ;7,36000E-2 ;4,82155E-1 ;1,35303E+0 ;3,09622E+0 ;1,49286E-3 ;1,70656E-4 ;8,30947E-2 
4793;4,79300E-1 ;9,03322E+0 ;1,36130E+0 ;9,98151E-1 ;2,39353E+0 ;7,36000E-2 ;4,82155E-1 ;1,35589E+0 ;3,09622E+0 ;1,49286E-3 ;1,70656E-4 ;7,87935E-2 
4794;4,79400E-1 ;9,03322E+0 ;1,36130E+0 ;9,90267E-1 ;2,39353E+0 ;7,36000E-2 ;4,82155E-1 ;1,35948E+0 ;3,12088E+0 ;1,50474E-3 ;1,70656E-4 ;8,30947E-2 
4795;4,79500E-1 ;9,03322E+0 ;1,36538E+0 ;9,83813E-1 ;2,39761E+0 ;7,36000E-2 ;4,82155E-1 ;1,35374E+0 ;3,14135E+0 ;1,51462E-3 ;1,70656E-4 ;9,38499E-2 
4796;4,79600E-1 ;9,03322E+0 ;1,36283E+0 ;9,90983E-1 ;2,39506E+0 ;7,36000E-2 ;4,82155E-1 ;1,35159E+0 ;3,11862E+0 ;1,50366E-3 ;1,70656E-4 ;9,67167E-2 
4797;4,79700E-1 ;9,03322E+0 ;1,36742E+0 ;9,88832E-1 ;2,39965E+0 ;7,36000E-2 ;4,82155E-1 ;1,34872E+0 ;3,12540E+0 ;1,50693E-3 ;1,70656E-4 ;9,74328E-2 
4798;4,79800E-1 ;9,03322E+0 ;1,37200E+0 ;1,00532E+0 ;2,40423E+0 ;7,36000E-2 ;4,82155E-1 ;1,35446E+0 ;3,07414E+0 ;1,48221E-3 ;1,70656E-4 ;1,01018E-1 
4799;4,79900E-1 ;9,03322E+0 ;1,37404E+0 ;1,01966E+0 ;2,40627E+0 ;7,36000E-2 ;4,82155E-1 ;1,35374E+0 ;3,03091E+0 ;1,46137E-3 ;1,70656E-4 ;1,23242E-1 
4800;4,80000E-1 ;9,03322E+0 ;1,37557E+0 ;1,02755E+0 ;2,40780E+0 ;7,36000E-2 ;4,82155E-1 ;1,34657E+0 ;3,00765E+0 ;1,45015E-3 ;1,70656E-4 ;1,56220E-1 
4801;4,80100E-1 ;9,03322E+0 ;1,37761E+0 ;1,03758E+0 ;2,40984E+0 ;7,36000E-2 ;4,82155E-1 ;1,35231E+0 ;2,97856E+0 ;1,43613E-3 ;1,70656E-4 ;1,81313E-1 
4802;4,80200E-1 ;9,03322E+0 ;1,38219E+0 ;1,03758E+0 ;2,41442E+0 ;7,36000E-2 ;4,82155E-1 ;1,34944E+0 ;2,97856E+0 ;1,43613E-3 ;1,70656E-4 ;1,95651E-1 
4803;4,80300E-1 ;9,03322E+0 ;1,38576E+0 ;1,03471E+0 ;2,41799E+0 ;7,36000E-2 ;4,82155E-1 ;1,35016E+0 ;2,98682E+0 ;1,44011E-3 ;1,70656E-4 ;1,98518E-1 
4804;4,80400E-1 ;9,03322E+0 ;1,38678E+0 ;1,03041E+0 ;2,41901E+0 ;7,36000E-2 ;4,82155E-1 ;1,35374E+0 ;2,99928E+0 ;1,44612E-3 ;1,70656E-4 ;1,83464E-1 
4805;4,80500E-1 ;9,03322E+0 ;1,38780E+0 ;1,02826E+0 ;2,42003E+0 ;7,36000E-2 ;4,82155E-1 ;1,35589E+0 ;3,00556E+0 ;1,44914E-3 ;1,70656E-4 ;1,59805E-1 
4806;4,80600E-1 ;9,03322E+0 ;1,38984E+0 ;1,03328E+0 ;2,42207E+0 ;7,36000E-2 ;4,82155E-1 ;1,35374E+0 ;2,99096E+0 ;1,44210E-3 ;1,70656E-4 ;1,44032E-1 
4807;4,80700E-1 ;9,03322E+0 ;1,39391E+0 ;1,03471E+0 ;2,42614E+0 ;7,36000E-2 ;4,82155E-1 ;1,35446E+0 ;2,98682E+0 ;1,44011E-3 ;1,70656E-4 ;1,20376E-1 
4808;4,80800E-1 ;9,03322E+0 ;1,39850E+0 ;1,05192E+0 ;2,43073E+0 ;7,36000E-2 ;4,82155E-1 ;1,35446E+0 ;2,93796E+0 ;1,41655E-3 ;1,70656E-4 ;1,00302E-1 
4809;4,80900E-1 ;9,03322E+0 ;1,40462E+0 ;1,05981E+0 ;2,43685E+0 ;7,36000E-2 ;4,82155E-1 ;1,35518E+0 ;2,91610E+0 ;1,40601E-3 ;1,70656E-4 ;8,30947E-2 
4810;4,81000E-1 ;9,03322E+0 ;1,40207E+0 ;1,06482E+0 ;2,43430E+0 ;7,36000E-2 ;4,82155E-1 ;1,35804E+0 ;2,90236E+0 ;1,39938E-3 ;1,70656E-4 ;6,44553E-2 
4811;4,81100E-1 ;9,03322E+0 ;1,40360E+0 ;1,07128E+0 ;2,43583E+0 ;7,36000E-2 ;4,82155E-1 ;1,35733E+0 ;2,88487E+0 ;1,39095E-3 ;1,70656E-4 ;6,08702E-2 
4812;4,81200E-1 ;9,03322E+0 ;1,41022E+0 ;1,07056E+0 ;2,44245E+0 ;7,36000E-2 ;4,82155E-1 ;1,35518E+0 ;2,88681E+0 ;1,39189E-3 ;1,70656E-4 ;4,29492E-2 
4813;4,81300E-1 ;9,03322E+0 ;1,41022E+0 ;1,06769E+0 ;2,44245E+0 ;7,36000E-2 ;4,82155E-1 ;1,35733E+0 ;2,89456E+0 ;1,39562E-3 ;1,70656E-4 ;3,36285E-2 
4814;4,81400E-1 ;9,03322E+0 ;1,41684E+0 ;1,06339E+0 ;2,44907E+0 ;7,36000E-2 ;4,82155E-1 ;1,35733E+0 ;2,90627E+0 ;1,40127E-3 ;1,70656E-4 ;5,37023E-2 
4815;4,81500E-1 ;9,03322E+0 ;1,42296E+0 ;1,06769E+0 ;2,45519E+0 ;7,36000E-2 ;4,82155E-1 ;1,35374E+0 ;2,89456E+0 ;1,39562E-3 ;1,70656E-4 ;9,60005E-2 
4816;4,81600E-1 ;9,03322E+0 ;1,42703E+0 ;1,06841E+0 ;2,45926E+0 ;7,36000E-2 ;4,82155E-1 ;1,35159E+0 ;2,89262E+0 ;1,39469E-3 ;1,70656E-4 ;1,46185E-1 
4817;4,81700E-1 ;9,03322E+0 ;1,43060E+0 ;1,07630E+0 ;2,46283E+0 ;7,36000E-2 ;4,82155E-1 ;1,35231E+0 ;2,87142E+0 ;1,38447E-3 ;1,70656E-4 ;1,77012E-1 
4818;4,81800E-1 ;9,03322E+0 ;1,43315E+0 ;1,08203E+0 ;2,46538E+0 ;7,36000E-2 ;4,82155E-1 ;1,35589E+0 ;2,85620E+0 ;1,37713E-3 ;1,70656E-4 ;1,86331E-1 
4819;4,81900E-1 ;9,03322E+0 ;1,44028E+0 ;1,08992E+0 ;2,47251E+0 ;7,36000E-2 ;4,82155E-1 ;1,35303E+0 ;2,83553E+0 ;1,36717E-3 ;1,70656E-4 ;1,74143E-1 
4820;4,82000E-1 ;9,03322E+0 ;1,44181E+0 ;1,10211E+0 ;2,47404E+0 ;7,36000E-2 ;4,82155E-1 ;1,35231E+0 ;2,80418E+0 ;1,35205E-3 ;1,70656E-4 ;1,41882E-1 
4821;4,82100E-1 ;9,03322E+0 ;1,44589E+0 ;1,10211E+0 ;2,47812E+0 ;7,36000E-2 ;4,82155E-1 ;1,35661E+0 ;2,80418E+0 ;1,35205E-3 ;1,70656E-4 ;1,08188E-1 
4822;4,82200E-1 ;9,03322E+0 ;1,45047E+0 ;1,09924E+0 ;2,48270E+0 ;7,36000E-2 ;4,82155E-1 ;1,36163E+0 ;2,81150E+0 ;1,35558E-3 ;1,70656E-4 ;7,52106E-2 
4823;4,82300E-1 ;9,03322E+0 ;1,45251E+0 ;1,09709E+0 ;2,48474E+0 ;7,36000E-2 ;4,82155E-1 ;1,35589E+0 ;2,81701E+0 ;1,35823E-3 ;1,70656E-4 ;4,94011E-2 
4824;4,82400E-1 ;9,03322E+0 ;1,45404E+0 ;1,09780E+0 ;2,48627E+0 ;7,36000E-2 ;4,82155E-1 ;1,36019E+0 ;2,81517E+0 ;1,35734E-3 ;1,70656E-4 ;2,78928E-2 
4825;4,82500E-1 ;9,03322E+0 ;1,45608E+0 ;1,09924E+0 ;2,48831E+0 ;7,36000E-2 ;4,82155E-1 ;1,35876E+0 ;2,81150E+0 ;1,35558E-3 ;1,70656E-4 ;1,36712E-3 
4826;4,82600E-1 ;9,03322E+0 ;1,45047E+0 ;1,10282E+0 ;2,48270E+0 ;7,36000E-2 ;4,82155E-1 ;1,36306E+0 ;2,80236E+0 ;1,35117E-3 ;1,70656E-4 ;-1,36871E-2 
4827;4,82700E-1 ;9,03322E+0 ;1,44283E+0 ;1,10927E+0 ;2,47506E+0 ;7,36000E-2 ;4,82155E-1 ;1,36521E+0 ;2,78606E+0 ;1,34331E-3 ;1,70656E-4 ;-2,94597E-2 
4828;4,82800E-1 ;9,03322E+0 ;1,45506E+0 ;1,11788E+0 ;2,48729E+0 ;7,36000E-2 ;4,82155E-1 ;1,35518E+0 ;2,76461E+0 ;1,33297E-3 ;1,70656E-4 ;-4,16473E-2 
4829;4,82900E-1 ;9,03322E+0 ;1,47850E+0 ;1,12361E+0 ;2,51073E+0 ;7,36000E-2 ;4,82155E-1 ;1,35876E+0 ;2,75051E+0 ;1,32617E-3 ;1,70656E-4 ;-6,45878E-2 
4830;4,83000E-1 ;9,03322E+0 ;1,47646E+0 ;1,12791E+0 ;2,50869E+0 ;7,36000E-2 ;4,82155E-1 ;1,35374E+0 ;2,74002E+0 ;1,32111E-3 ;1,70656E-4 ;-7,39086E-2 
4831;4,83100E-1 ;9,03322E+0 ;1,46474E+0 ;1,13293E+0 ;2,49697E+0 ;7,36000E-2 ;4,82155E-1 ;1,36019E+0 ;2,72788E+0 ;1,31526E-3 ;1,70656E-4 ;-8,53800E-2 
4832;4,83200E-1 ;9,03322E+0 ;1,47238E+0 ;1,12863E+0 ;2,50461E+0 ;7,36000E-2 ;4,82155E-1 ;1,35446E+0 ;2,73827E+0 ;1,32027E-3 ;1,70656E-4 ;-9,32663E-2 
4833;4,83300E-1 ;9,03322E+0 ;1,48360E+0 ;1,13007E+0 ;2,51583E+0 ;7,36000E-2 ;4,82155E-1 ;1,35589E+0 ;2,73480E+0 ;1,31859E-3 ;1,70656E-4 ;-1,01869E-1 
4834;4,83400E-1 ;9,03322E+0 ;1,48818E+0 ;1,12648E+0 ;2,52041E+0 ;7,36000E-2 ;4,82155E-1 ;1,35446E+0 ;2,74350E+0 ;1,32279E-3 ;1,70656E-4 ;-1,02585E-1 
4835;4,83500E-1 ;9,03322E+0 ;1,49379E+0 ;1,12863E+0 ;2,52602E+0 ;7,36000E-2 ;4,82155E-1 ;1,35231E+0 ;2,73827E+0 ;1,32027E-3 ;1,70656E-4 ;-9,54169E-2 
4836;4,83600E-1 ;9,03322E+0 ;1,49328E+0 ;1,13437E+0 ;2,52551E+0 ;7,36000E-2 ;4,82155E-1 ;1,35446E+0 ;2,72443E+0 ;1,31360E-3 ;1,70656E-4 ;-9,32663E-2 
4837;4,83700E-1 ;9,03322E+0 ;1,49735E+0 ;1,14010E+0 ;2,52958E+0 ;7,36000E-2 ;4,82155E-1 ;1,35374E+0 ;2,71073E+0 ;1,30699E-3 ;1,70656E-4 ;-9,18318E-2 
4838;4,83800E-1 ;9,03322E+0 ;1,50194E+0 ;1,14512E+0 ;2,53417E+0 ;7,36000E-2 ;4,82155E-1 ;1,35589E+0 ;2,69884E+0 ;1,30126E-3 ;1,70656E-4 ;-9,11157E-2 
4839;4,83900E-1 ;9,03322E+0 ;1,50907E+0 ;1,15157E+0 ;2,54130E+0 ;7,36000E-2 ;4,82155E-1 ;1,35733E+0 ;2,68372E+0 ;1,29397E-3 ;1,70656E-4 ;-8,75306E-2 
4840;4,84000E-1 ;9,03322E+0 ;1,51009E+0 ;1,15229E+0 ;2,54232E+0 ;7,36000E-2 ;4,82155E-1 ;1,35733E+0 ;2,68205E+0 ;1,29316E-3 ;1,70656E-4 ;-8,75306E-2 
4841;4,84100E-1 ;9,03322E+0 ;1,51366E+0 ;1,15802E+0 ;2,54589E+0 ;7,36000E-2 ;4,82155E-1 ;1,35876E+0 ;2,66877E+0 ;1,28676E-3 ;1,70656E-4 ;-7,89282E-2 
4842;4,84200E-1 ;9,03322E+0 ;1,51977E+0 ;1,15874E+0 ;2,55200E+0 ;7,36000E-2 ;4,82155E-1 ;1,35374E+0 ;2,66712E+0 ;1,28596E-3 ;1,70656E-4 ;-7,17580E-2 
4843;4,84300E-1 ;9,03322E+0 ;1,53812E+0 ;1,15731E+0 ;2,57035E+0 ;7,36000E-2 ;4,82155E-1 ;1,35303E+0 ;2,67042E+0 ;1,28756E-3 ;1,70656E-4 ;-5,74199E-2 
4844;4,84400E-1 ;9,03322E+0 ;1,55034E+0 ;1,15301E+0 ;2,58257E+0 ;7,36000E-2 ;4,82155E-1 ;1,35733E+0 ;2,68038E+0 ;1,29236E-3 ;1,70656E-4 ;-2,37240E-2 
4845;4,84500E-1 ;9,03322E+0 ;1,55544E+0 ;1,16089E+0 ;2,58767E+0 ;7,36000E-2 ;4,82155E-1 ;1,35589E+0 ;2,66218E+0 ;1,28358E-3 ;1,70656E-4 ;1,12489E-1 
4846;4,84600E-1 ;9,03322E+0 ;1,55952E+0 ;1,16304E+0 ;2,59175E+0 ;7,36000E-2 ;4,82155E-1 ;1,34514E+0 ;2,65725E+0 ;1,28121E-3 ;1,70656E-4 ;6,12896E-1 
4847;4,84700E-1 ;9,03322E+0 ;1,56818E+0 ;1,16806E+0 ;2,60041E+0 ;7,36000E-2 ;4,82155E-1 ;1,34801E+0 ;2,64584E+0 ;1,27570E-3 ;1,70656E-4 ;8,54496E-1 
4848;4,84800E-1 ;9,03322E+0 ;1,57124E+0 ;1,17236E+0 ;2,60347E+0 ;7,36000E-2 ;4,82155E-1 ;1,34657E+0 ;2,63613E+0 ;1,27102E-3 ;1,70656E-4 ;1,47319E+0 
4849;4,84900E-1 ;9,03322E+0 ;1,57379E+0 ;1,17882E+0 ;2,60602E+0 ;7,36000E-2 ;4,82155E-1 ;1,34155E+0 ;2,62170E+0 ;1,26406E-3 ;1,70656E-4 ;1,66820E+0 
4850;4,85000E-1 ;9,03322E+0 ;1,58245E+0 ;1,17738E+0 ;2,61468E+0 ;7,36000E-2 ;4,82155E-1 ;1,34729E+0 ;2,62489E+0 ;1,26560E-3 ;1,70656E-4 ;1,71121E+0 
4851;4,85100E-1 ;9,03322E+0 ;1,58245E+0 ;1,17810E+0 ;2,61468E+0 ;7,36000E-2 ;4,82155E-1 ;1,34514E+0 ;2,62330E+0 ;1,26483E-3 ;1,70656E-4 ;1,43520E+0 
4852;4,85200E-1 ;9,03322E+0 ;1,59111E+0 ;1,17882E+0 ;2,62334E+0 ;7,36000E-2 ;4,82155E-1 ;1,34084E+0 ;2,62170E+0 ;1,26406E-3 ;1,70656E-4 ;1,32408E+0 
4853;4,85300E-1 ;9,03322E+0 ;1,59468E+0 ;1,17236E+0 ;2,62691E+0 ;7,36000E-2 ;4,82155E-1 ;1,34729E+0 ;2,63613E+0 ;1,27102E-3 ;1,70656E-4 ;1,28608E+0 
4854;4,85400E-1 ;9,03322E+0 ;1,59620E+0 ;1,17595E+0 ;2,62843E+0 ;7,36000E-2 ;4,82155E-1 ;1,34872E+0 ;2,62810E+0 ;1,26715E-3 ;1,70656E-4 ;1,24306E+0 
4855;4,85500E-1 ;9,03322E+0 ;1,60283E+0 ;1,17523E+0 ;2,63506E+0 ;7,36000E-2 ;4,82155E-1 ;1,34657E+0 ;2,62970E+0 ;1,26792E-3 ;1,70656E-4 ;1,20937E+0 
4856;4,85600E-1 ;9,03322E+0 ;1,60589E+0 ;1,17810E+0 ;2,63812E+0 ;7,36000E-2 ;4,82155E-1 ;1,33940E+0 ;2,62330E+0 ;1,26483E-3 ;1,70656E-4 ;1,18069E+0 
4857;4,85700E-1 ;9,03322E+0 ;1,61047E+0 ;1,18025E+0 ;2,64270E+0 ;7,36000E-2 ;4,82155E-1 ;1,34586E+0 ;2,61852E+0 ;1,26253E-3 ;1,70656E-4 ;1,12334E+0 
4858;4,85800E-1 ;9,03322E+0 ;1,61098E+0 ;1,18527E+0 ;2,64321E+0 ;7,36000E-2 ;4,82155E-1 ;1,34370E+0 ;2,60743E+0 ;1,25718E-3 ;1,70656E-4 ;1,04304E+0 
4859;4,85900E-1 ;9,03322E+0 ;1,61862E+0 ;1,19244E+0 ;2,65085E+0 ;7,36000E-2 ;4,82155E-1 ;1,34012E+0 ;2,59175E+0 ;1,24963E-3 ;1,70656E-4 ;9,56297E-1 
4860;4,86000E-1 ;9,03322E+0 ;1,62015E+0 ;1,19315E+0 ;2,65238E+0 ;7,36000E-2 ;4,82155E-1 ;1,34012E+0 ;2,59019E+0 ;1,24887E-3 ;1,70656E-4 ;8,65249E-1 
4861;4,86100E-1 ;9,03322E+0 ;1,62219E+0 ;1,18957E+0 ;2,65442E+0 ;7,36000E-2 ;4,82155E-1 ;1,34514E+0 ;2,59800E+0 ;1,25264E-3 ;1,70656E-4 ;7,41939E-1 
4862;4,86200E-1 ;9,03322E+0 ;1,62627E+0 ;1,19674E+0 ;2,65850E+0 ;7,36000E-2 ;4,82155E-1 ;1,35303E+0 ;2,58244E+0 ;1,24513E-3 ;1,70656E-4 ;6,68814E-1 
4863;4,86300E-1 ;9,03322E+0 ;1,62729E+0 ;1,20247E+0 ;2,65952E+0 ;7,36000E-2 ;4,82155E-1 ;1,35231E+0 ;2,57012E+0 ;1,23920E-3 ;1,70656E-4 ;6,32251E-1 
4864;4,86400E-1 ;9,03322E+0 ;1,63238E+0 ;1,20176E+0 ;2,66461E+0 ;7,36000E-2 ;4,82155E-1 ;1,34657E+0 ;2,57165E+0 ;1,23993E-3 ;1,70656E-4 ;5,79200E-1 
4865;4,86500E-1 ;9,03322E+0 ;1,63289E+0 ;1,20606E+0 ;2,66512E+0 ;7,36000E-2 ;4,82155E-1 ;1,34729E+0 ;2,56248E+0 ;1,23551E-3 ;1,70656E-4 ;5,91388E-1 
4866;4,86600E-1 ;9,03322E+0 ;1,63493E+0 ;1,21179E+0 ;2,66716E+0 ;7,36000E-2 ;4,82155E-1 ;1,34586E+0 ;2,55035E+0 ;1,22966E-3 ;1,70656E-4 ;5,81351E-1 
4867;4,86700E-1 ;9,03322E+0 ;1,63952E+0 ;1,20677E+0 ;2,67175E+0 ;7,36000E-2 ;4,82155E-1 ;1,34944E+0 ;2,56096E+0 ;1,23478E-3 ;1,70656E-4 ;5,34035E-1 
4868;4,86800E-1 ;9,03322E+0 ;1,64155E+0 ;1,21394E+0 ;2,67378E+0 ;7,36000E-2 ;4,82155E-1 ;1,34872E+0 ;2,54583E+0 ;1,22749E-3 ;1,70656E-4 ;4,40836E-1 
4869;4,86900E-1 ;9,03322E+0 ;1,64359E+0 ;1,21538E+0 ;2,67582E+0 ;7,36000E-2 ;4,82155E-1 ;1,35159E+0 ;2,54283E+0 ;1,22604E-3 ;1,70656E-4 ;3,83484E-1 
4870;4,87000E-1 ;9,03322E+0 ;1,65022E+0 ;1,22040E+0 ;2,68245E+0 ;7,36000E-2 ;4,82155E-1 ;1,35159E+0 ;2,53238E+0 ;1,22100E-3 ;1,70656E-4 ;4,01405E-1 
4871;4,87100E-1 ;9,03322E+0 ;1,65327E+0 ;1,21896E+0 ;2,68550E+0 ;7,36000E-2 ;4,82155E-1 ;1,35231E+0 ;2,53536E+0 ;1,22243E-3 ;1,70656E-4 ;5,49808E-1 
4872;4,87200E-1 ;9,03322E+0 ;1,65786E+0 ;1,22398E+0 ;2,69009E+0 ;7,36000E-2 ;4,82155E-1 ;1,35159E+0 ;2,52496E+0 ;1,21742E-3 ;1,70656E-4 ;6,90322E-1 
4873;4,87300E-1 ;9,03322E+0 ;1,65633E+0 ;1,22972E+0 ;2,68856E+0 ;7,36000E-2 ;4,82155E-1 ;1,34944E+0 ;2,51318E+0 ;1,21174E-3 ;1,70656E-4 ;8,21518E-1 
4874;4,87400E-1 ;9,03322E+0 ;1,65837E+0 ;1,23187E+0 ;2,69060E+0 ;7,36000E-2 ;4,82155E-1 ;1,34155E+0 ;2,50879E+0 ;1,20963E-3 ;1,70656E-4 ;9,16149E-1 
4875;4,87500E-1 ;9,03322E+0 ;1,66092E+0 ;1,23187E+0 ;2,69315E+0 ;7,36000E-2 ;4,82155E-1 ;1,35016E+0 ;2,50879E+0 ;1,20963E-3 ;1,70656E-4 ;9,28337E-1 
4876;4,87600E-1 ;9,03322E+0 ;1,66296E+0 ;1,23545E+0 ;2,69519E+0 ;7,36000E-2 ;4,82155E-1 ;1,35016E+0 ;2,50151E+0 ;1,20612E-3 ;1,70656E-4 ;9,75655E-1 
4877;4,87700E-1 ;9,03322E+0 ;1,66652E+0 ;1,23832E+0 ;2,69875E+0 ;7,36000E-2 ;4,82155E-1 ;1,34586E+0 ;2,49572E+0 ;1,20332E-3 ;1,70656E-4 ;1,03803E+0 
4878;4,87800E-1 ;9,03322E+0 ;1,66601E+0 ;1,24620E+0 ;2,69824E+0 ;7,36000E-2 ;4,82155E-1 ;1,35159E+0 ;2,47993E+0 ;1,19571E-3 ;1,70656E-4 ;1,00577E+0 
4879;4,87900E-1 ;9,03322E+0 ;1,67060E+0 ;1,24764E+0 ;2,70283E+0 ;7,36000E-2 ;4,82155E-1 ;1,34586E+0 ;2,47708E+0 ;1,19433E-3 ;1,70656E-4 ;8,44459E-1 
4880;4,88000E-1 ;9,03322E+0 ;1,67060E+0 ;1,25122E+0 ;2,70283E+0 ;7,36000E-2 ;4,82155E-1 ;1,35231E+0 ;2,46998E+0 ;1,19091E-3 ;1,70656E-4 ;5,88521E-1 
4881;4,88100E-1 ;9,03322E+0 ;1,67722E+0 ;1,25122E+0 ;2,70945E+0 ;7,36000E-2 ;4,82155E-1 ;1,35088E+0 ;2,46998E+0 ;1,19091E-3 ;1,70656E-4 ;4,13592E-1 
4882;4,88200E-1 ;9,03322E+0 ;1,67824E+0 ;1,25337E+0 ;2,71047E+0 ;7,36000E-2 ;4,82155E-1 ;1,34442E+0 ;2,46575E+0 ;1,18887E-3 ;1,70656E-4 ;5,25433E-1 
4883;4,88300E-1 ;9,03322E+0 ;1,67773E+0 ;1,25409E+0 ;2,70996E+0 ;7,36000E-2 ;4,82155E-1 ;1,35159E+0 ;2,46433E+0 ;1,18819E-3 ;1,70656E-4 ;8,29405E-1 
4884;4,88400E-1 ;9,03322E+0 ;1,68079E+0 ;1,26198E+0 ;2,71302E+0 ;7,36000E-2 ;4,82155E-1 ;1,34586E+0 ;2,44893E+0 ;1,18076E-3 ;1,70656E-4 ;9,91427E-1 
4885;4,88500E-1 ;9,03322E+0 ;1,67926E+0 ;1,26198E+0 ;2,71149E+0 ;7,36000E-2 ;4,82155E-1 ;1,35088E+0 ;2,44893E+0 ;1,18076E-3 ;1,70656E-4 ;1,05667E+0 
4886;4,88600E-1 ;9,03322E+0 ;1,67773E+0 ;1,26843E+0 ;2,70996E+0 ;7,36000E-2 ;4,82155E-1 ;1,34872E+0 ;2,43648E+0 ;1,17476E-3 ;1,70656E-4 ;9,53430E-1 
4887;4,88700E-1 ;9,03322E+0 ;1,68385E+0 ;1,26986E+0 ;2,71608E+0 ;7,36000E-2 ;4,82155E-1 ;1,34872E+0 ;2,43373E+0 ;1,17343E-3 ;1,70656E-4 ;7,44092E-1 
4888;4,88800E-1 ;9,03322E+0 ;1,68537E+0 ;1,27058E+0 ;2,71760E+0 ;7,36000E-2 ;4,82155E-1 ;1,34944E+0 ;2,43235E+0 ;1,17277E-3 ;1,70656E-4 ;5,55541E-1 
4889;4,88900E-1 ;9,03322E+0 ;1,68487E+0 ;1,27130E+0 ;2,71710E+0 ;7,36000E-2 ;4,82155E-1 ;1,34586E+0 ;2,43098E+0 ;1,17211E-3 ;1,70656E-4 ;5,12527E-1 
4890;4,89000E-1 ;9,03322E+0 ;1,68589E+0 ;1,27201E+0 ;2,71812E+0 ;7,36000E-2 ;4,82155E-1 ;1,34801E+0 ;2,42961E+0 ;1,17145E-3 ;1,70656E-4 ;6,06444E-1 
4891;4,89100E-1 ;9,03322E+0 ;1,68436E+0 ;1,27416E+0 ;2,71659E+0 ;7,36000E-2 ;4,82155E-1 ;1,34872E+0 ;2,42551E+0 ;1,16947E-3 ;1,70656E-4 ;7,02510E-1 
4892;4,89200E-1 ;9,03322E+0 ;1,68334E+0 ;1,27703E+0 ;2,71557E+0 ;7,36000E-2 ;4,82155E-1 ;1,34944E+0 ;2,42006E+0 ;1,16685E-3 ;1,70656E-4 ;7,71334E-1 
4893;4,89300E-1 ;9,03322E+0 ;1,68334E+0 ;1,27990E+0 ;2,71557E+0 ;7,36000E-2 ;4,82155E-1 ;1,35088E+0 ;2,41464E+0 ;1,16423E-3 ;1,70656E-4 ;6,70248E-1 
4894;4,89400E-1 ;9,03322E+0 ;1,68436E+0 ;1,28133E+0 ;2,71659E+0 ;7,36000E-2 ;4,82155E-1 ;1,34586E+0 ;2,41194E+0 ;1,16293E-3 ;1,70656E-4 ;4,77399E-1 
4895;4,89500E-1 ;9,03322E+0 ;1,67824E+0 ;1,28563E+0 ;2,71047E+0 ;7,36000E-2 ;4,82155E-1 ;1,35088E+0 ;2,40387E+0 ;1,15904E-3 ;1,70656E-4 ;3,38316E-1 
4896;4,89600E-1 ;9,03322E+0 ;1,68079E+0 ;1,28850E+0 ;2,71302E+0 ;7,36000E-2 ;4,82155E-1 ;1,34729E+0 ;2,39852E+0 ;1,15646E-3 ;1,70656E-4 ;2,72362E-1 
4897;4,89700E-1 ;9,03322E+0 ;1,68079E+0 ;1,28635E+0 ;2,71302E+0 ;7,36000E-2 ;4,82155E-1 ;1,35159E+0 ;2,40253E+0 ;1,15839E-3 ;1,70656E-4 ;2,03538E-1 
4898;4,89800E-1 ;9,03322E+0 ;1,67977E+0 ;1,28778E+0 ;2,71200E+0 ;7,36000E-2 ;4,82155E-1 ;1,35518E+0 ;2,39986E+0 ;1,15710E-3 ;1,70656E-4 ;1,80595E-1 
4899;4,89900E-1 ;9,03322E+0 ;1,67722E+0 ;1,28778E+0 ;2,70945E+0 ;7,36000E-2 ;4,82155E-1 ;1,35159E+0 ;2,39986E+0 ;1,15710E-3 ;1,70656E-4 ;1,18941E-1 
4900;4,90000E-1 ;9,03322E+0 ;1,67773E+0 ;1,29137E+0 ;2,70996E+0 ;7,36000E-2 ;4,82155E-1 ;1,35231E+0 ;2,39319E+0 ;1,15389E-3 ;1,70656E-4 ;1,85614E-1 
